OrderID,OrderDate,CustomerID,ProductID,Channel,Qty,DiscountPct,ListPrice,UnitPrice,NetPrice,LineAmount,IsReturn,IsCancelled
31,2025-07-14,357,1075,Partners,9,0.0,795.46,835.23,835.23,7517.07,0,0
32,2025-05-12,15,1035,Retail,6,0.0,2043.3,2145.23,2145.23,12871.38,0,0
33,2024-06-10,76,1013,Retail,1,0.1,2065.94,2090.81,1881.73,1881.73,0,0
34,2024-09-12,242,1018,Retail,1,0.0,2931.21,2979.94,2979.94,2979.94,0,0
35,2024-12-04,173,1049,Retail,6,0.0,1315.74,1255.01,1255.01,7530.06,0,0
36,2025-07-30,184,1062,Retail,7,0.05,985.5,1023.44,972.27,6805.89,0,0
37,2025-04-06,320,1031,Partners,9,0.0,1793.35,1753.24,1753.24,15779.16,0,0
38,2024-09-23,101,1047,Ecommerce,5,0.05,1395.08,1386.43,1317.11,6585.55,0,0
39,2025-03-12,277,1016,Retail,6,0.0,2213.39,2212.55,2212.55,13275.3,0,0
40,2025-05-21,123,1085,Retail,9,0.0,80.72,78.28,78.28,704.52,0,0
41,2025-06-23,391,1067,Retail,6,0.0,942.42,911.87,911.87,5471.22,0,0
42,2024-06-05,127,1068,Retail,7,0.05,911.49,901.9,856.8,5997.6,0,0
43,2024-01-09,260,1074,Ecommerce,2,0.05,877.39,877.36,833.49,1666.98,0,0
44,2025-04-26,189,1062,Retail,8,0.1,985.5,937.27,843.54,6748.32,0,0
45,2025-09-04,363,1018,Partners,2,0.05,2931.21,2912.39,2766.77,5533.54,0,0
46,2025-03-04,360,1000,Retail,8,0.0,2076.31,2001.66,2001.66,16013.28,0,0
47,2024-10-25,115,1046,Partners,5,0.1,1158.24,1158.39,1042.55,5212.75,0,0
48,2024-12-14,316,1094,Ecommerce,8,0.0,72.85,74.86,74.86,598.88,1,0
49,2025-06-03,66,1047,Ecommerce,5,0.05,1395.08,1385.67,1316.39,6581.95,0,0
50,2024-05-23,38,1035,Retail,9,0.0,2043.3,2058.27,2058.27,18524.43,0,0
51,2024-07-29,286,1088,Retail,9,0.0,92.39,91.44,91.44,822.96,0,0
52,2024-08-19,139,1025,Retail,6,0.15,1535.88,1593.82,1354.75,8128.5,0,0
53,2025-03-24,258,1097,Ecommerce,9,0.05,86.95,90.64,86.11,774.99,0,0
54,2024-02-14,273,1001,Retail,3,0.1,2779.92,2672.38,2405.14,7215.42,0,0
55,2025-06-05,204,1003,Retail,9,0.1,2723.47,2765.15,2488.64,22397.76,0,0
56,2025-03-16,182,1002,Retail,5,0.0,2438.41,2463.15,2463.15,12315.75,0,0
57,2024-06-25,189,1104,Retail,3,0.0,83.2,86.96,86.96,260.88,0,0
58,2025-03-03,98,1102,Retail,2,0.05,90.01,90.1,85.59,171.18,0,0
59,2025-06-01,361,1073,Retail,2,0.0,788.16,769.35,769.35,1538.7,0,0
60,2024-05-24,193,1101,Ecommerce,2,0.05,75.43,72.89,69.25,138.5,0,0
61,2024-01-12,314,1028,Partners,5,0.05,1921.69,1989.88,1890.39,9451.95,0,0
62,2024-06-09,204,1056,Retail,2,0.1,1004.29,1031.96,928.76,1857.52,0,0
63,2025-07-02,248,1005,Retail,7,0.0,2538.5,2606.71,2606.71,18246.97,0,0
64,2024-03-10,143,1096,Ecommerce,6,0.1,89.5,87.43,78.69,472.14,0,0
65,2024-12-29,259,1012,Ecommerce,2,0.15,2380.94,2325.6,1976.76,3953.52,0,0
66,2025-08-28,167,1078,Retail,5,0.0,743.82,722.13,722.13,3610.65,0,0
67,2024-02-19,160,1004,Partners,8,0.0,2977.99,3100.11,3100.11,24800.88,1,0
68,2025-01-01,208,1079,Partners,8,0.05,736.13,757.18,719.32,5754.56,0,0
69,2025-05-05,69,1049,Partners,1,0.0,1315.74,1276.76,1276.76,1276.76,0,0
70,2025-03-12,307,1085,Ecommerce,7,0.05,80.72,81.87,77.78,544.46,0,0
71,2024-04-02,155,1070,Partners,4,0.0,909.27,903.17,903.17,3612.68,0,0
72,2025-05-10,265,1055,Partners,4,0.1,960.68,952.09,856.88,3427.52,0,0
73,2025-07-13,305,1084,Retail,6,0.0,89.48,86.6,86.6,519.6,0,0
74,2025-09-30,21,1018,Retail,3,0.0,2931.21,2893.86,2893.86,8681.58,0,0
75,2025-04-06,243,1084,Retail,3,0.1,89.48,91.01,81.91,245.73,0,0
76,2024-07-30,44,1012,Retail,4,0.05,2380.94,2274.55,2160.82,8643.28,0,0
77,2024-04-15,296,1104,Ecommerce,4,0.0,83.2,82.84,82.84,331.36,0,0
78,2024-03-18,374,1085,Partners,9,0.05,80.72,82.06,77.96,701.64,0,0
79,2025-06-20,299,1093,Partners,7,0.05,92.02,88.95,84.5,591.5,0,0
80,2024-03-08,331,1036,Retail,6,0.0,1993.43,1960.6,1960.6,11763.6,0,0
81,2025-07-15,2,1057,Retail,7,0.1,1300.51,1283.45,1155.1,8085.7,0,0
82,2025-05-05,134,1065,Retail,6,0.0,715.24,737.02,737.02,4422.12,0,0
83,2025-02-20,305,1041,Ecommerce,3,0.0,1694.14,1775.11,1775.11,5325.33,0,0
84,2024-02-03,360,1007,Retail,4,0.1,2072.05,2127.23,1914.51,7658.04,0,0
85,2024-11-27,114,1028,Retail,6,0.05,1921.69,1900.15,1805.14,10830.84,0,0
86,2024-03-09,9,1010,Ecommerce,1,0.05,2679.23,2564.22,2436.01,2436.01,0,0
87,2024-08-18,26,1041,Ecommerce,2,0.0,1694.14,1717.97,1717.97,3435.94,0,0
88,2025-08-30,369,1000,Retail,3,0.0,2076.31,2058.41,2058.41,6175.23,0,0
89,2025-09-29,161,1062,Ecommerce,6,0.05,985.5,1000.0,950.0,5700.0,0,0
90,2025-07-27,25,1089,Ecommerce,4,0.0,85.6,89.29,89.29,357.16,0,0
91,2024-03-19,198,1008,Ecommerce,8,0.0,2268.44,2212.76,2212.76,17702.08,0,0
92,2025-03-03,76,1085,Ecommerce,6,0.0,80.72,79.04,79.04,474.24,0,0
93,2025-08-11,269,1082,Ecommerce,3,0.0,783.4,780.45,780.45,2341.35,0,0
94,2025-02-04,62,1036,Ecommerce,9,0.05,1993.43,2021.76,1920.67,17286.03,0,0
95,2025-01-04,56,1103,Ecommerce,2,0.05,77.69,74.44,70.72,141.44,1,0
96,2025-09-26,107,1098,Ecommerce,3,0.0,68.71,67.23,67.23,201.69,1,0
97,2025-02-14,311,1060,Ecommerce,3,0.0,1418.62,1410.23,1410.23,4230.69,0,0
98,2025-01-15,348,1066,Ecommerce,8,0.1,948.79,916.06,824.45,6595.6,0,0
99,2025-06-04,362,1004,Retail,8,0.0,2977.99,3064.41,3064.41,24515.28,0,0
100,2025-08-29,144,1079,Ecommerce,9,0.1,736.13,735.54,661.99,5957.91,0,0
101,2025-02-10,266,1104,Ecommerce,7,0.05,83.2,80.59,76.56,535.92,0,0
102,2024-07-03,340,1002,Ecommerce,7,0.0,2438.41,2511.52,2511.52,17580.64,0,0
103,2024-06-30,269,1055,Ecommerce,8,0.05,960.68,948.93,901.48,7211.84,0,0
104,2025-06-30,366,1009,Retail,1,0.1,2499.88,2396.83,2157.15,2157.15,0,0
105,2024-09-17,223,1067,Ecommerce,8,0.1,942.42,912.09,820.88,6567.04,1,0
106,2024-02-14,287,1098,Retail,3,0.0,68.71,68.65,68.65,205.95,0,1
107,2024-11-07,61,1080,Ecommerce,4,0.0,692.96,724.97,724.97,2899.88,0,0
108,2024-10-03,32,1045,Retail,3,0.1,1305.28,1323.63,1191.27,3573.81,0,0
109,2025-03-09,130,1085,Retail,4,0.0,80.72,77.0,77.0,308.0,0,0
110,2024-10-01,287,1012,Partners,8,0.1,2380.94,2265.33,2038.8,16310.4,0,0
111,2024-07-03,35,1021,Ecommerce,9,0.0,2124.09,2184.98,2184.98,19664.82,0,0
112,2024-05-01,102,1031,Ecommerce,3,0.05,1793.35,1766.4,1678.08,5034.24,0,0
113,2025-02-10,341,1081,Ecommerce,8,0.0,772.77,766.34,766.34,6130.72,0,0
114,2024-01-19,77,1098,Ecommerce,6,0.1,68.71,65.69,59.12,354.72,0,0
115,2024-09-04,283,1068,Retail,9,0.0,911.49,885.71,885.71,7971.39,0,0
116,2024-01-06,240,1007,Ecommerce,7,0.0,2072.05,2154.75,2154.75,15083.25,0,0
117,2025-04-24,153,1072,Partners,3,0.0,738.79,752.3,752.3,2256.9,0,0
118,2024-06-06,96,1002,Retail,7,0.05,2438.41,2411.17,2290.61,16034.27,0,0
119,2025-02-04,53,1015,Ecommerce,9,0.05,2909.59,2814.98,2674.23,24068.07,0,0
120,2024-09-03,274,1032,Ecommerce,6,0.0,1708.12,1707.03,1707.03,10242.18,0,0
121,2024-03-09,145,1051,Ecommerce,1,0.05,1164.7,1185.58,1126.3,1126.3,0,0
122,2024-08-26,92,1090,Retail,1,0.0,89.62,91.72,91.72,91.72,0,0
123,2024-04-12,212,1033,Retail,6,0.05,1783.73,1822.3,1731.18,10387.08,0,0
124,2025-03-26,52,1052,Retail,8,0.0,1264.5,1322.3,1322.3,10578.4,1,0
125,2024-03-29,226,1052,Retail,8,0.0,1264.5,1302.26,1302.26,10418.08,0,0
126,2024-04-01,269,1069,Retail,2,0.15,791.14,759.38,645.47,1290.94,0,0
127,2025-03-15,299,1090,Retail,1,0.0,89.62,88.95,88.95,88.95,0,0
128,2024-01-17,209,1012,Partners,5,0.0,2380.94,2317.42,2317.42,11587.1,0,0
129,2025-05-09,309,1057,Retail,7,0.0,1300.51,1286.28,1286.28,9003.96,0,0
130,2025-01-15,296,1024,Retail,8,0.1,2094.57,2007.07,1806.36,14450.88,0,0
131,2024-04-14,296,1099,Ecommerce,8,0.0,85.08,85.74,85.74,685.92,0,0
132,2025-08-28,264,1057,Retail,5,0.0,1300.51,1270.89,1270.89,6354.45,0,0
133,2024-03-14,391,1098,Ecommerce,9,0.0,68.71,66.53,66.53,598.77,1,0
134,2025-03-04,83,1091,Ecommerce,1,0.05,94.05,98.03,93.13,93.13,1,0
135,2024-10-22,43,1045,Retail,7,0.0,1305.28,1360.25,1360.25,9521.75,0,0
136,2024-07-25,20,1010,Retail,3,0.0,2679.23,2656.24,2656.24,7968.72,0,0
137,2024-07-09,99,1073,Partners,1,0.15,788.16,781.85,664.57,664.57,0,0
138,2025-01-21,201,1072,Partners,3,0.1,738.79,734.33,660.9,1982.7,0,0
139,2025-07-03,358,1094,Retail,3,0.0,72.85,73.89,73.89,221.67,0,0
140,2024-12-08,9,1055,Retail,2,0.0,960.68,982.67,982.67,1965.34,0,0
141,2024-08-29,226,1051,Retail,7,0.1,1164.7,1141.43,1027.29,7191.03,0,0
142,2024-09-22,123,1042,Retail,7,0.05,1275.55,1220.06,1159.06,8113.42,0,0
143,2025-06-11,158,1092,Partners,7,0.1,65.3,67.7,60.93,426.51,0,0
144,2024-07-17,137,1039,Ecommerce,6,0.1,1638.76,1573.12,1415.81,8494.86,0,0
145,2025-04-13,284,1104,Ecommerce,4,0.0,83.2,82.14,82.14,328.56,0,0
146,2024-07-31,24,1084,Retail,3,0.15,89.48,90.88,77.25,231.75,0,0
147,2025-06-29,377,1077,Retail,7,0.1,749.93,784.7,706.23,4943.61,0,0
148,2025-06-17,152,1044,Ecommerce,3,0.0,1180.36,1132.83,1132.83,3398.49,0,0
149,2024-09-24,275,1095,Partners,5,0.0,79.22,79.07,79.07,395.35,0,0
150,2024-10-30,381,1061,Retail,6,0.1,1287.8,1334.17,1200.75,7204.5,0,0
151,2024-05-19,101,1054,Ecommerce,1,0.0,1159.15,1211.13,1211.13,1211.13,0,0
152,2024-02-06,13,1041,Ecommerce,6,0.15,1694.14,1735.59,1475.25,8851.5,0,0
153,2025-04-01,325,1075,Retail,5,0.0,795.46,789.14,789.14,3945.7,0,0
154,2025-02-09,367,1008,Retail,7,0.0,2268.44,2251.77,2251.77,15762.39,0,1
155,2024-05-06,100,1016,Retail,3,0.0,2213.39,2154.06,2154.06,6462.18,0,0
156,2024-10-02,309,1070,Retail,2,0.05,909.27,905.76,860.47,1720.94,0,0
157,2024-10-28,370,1025,Partners,7,0.0,1535.88,1501.76,1501.76,10512.32,0,0
158,2025-03-10,166,1086,Ecommerce,1,0.05,78.74,77.13,73.27,73.27,0,0
159,2024-08-15,225,1067,Ecommerce,6,0.15,942.42,909.42,773.01,4638.06,0,0
160,2025-06-29,388,1021,Ecommerce,2,0.1,2124.09,2073.16,1865.84,3731.68,0,0
161,2025-03-19,325,1002,Ecommerce,3,0.0,2438.41,2515.16,2515.16,7545.48,0,0
162,2025-08-16,239,1037,Retail,4,0.05,1666.08,1731.85,1645.26,6581.04,0,0
163,2024-04-13,232,1022,Retail,9,0.05,1605.82,1667.26,1583.9,14255.1,1,0
164,2025-08-07,370,1002,Partners,3,0.0,2438.41,2492.47,2492.47,7477.41,0,0
165,2024-06-01,43,1084,Partners,9,0.0,89.48,85.94,85.94,773.46,0,0
166,2024-09-25,50,1033,Ecommerce,1,0.0,1783.73,1848.5,1848.5,1848.5,0,0
167,2024-08-14,164,1067,Partners,9,0.0,942.42,959.12,959.12,8632.08,0,0
168,2024-07-14,119,1038,Partners,1,0.0,1852.29,1761.2,1761.2,1761.2,0,0
169,2024-05-04,276,1023,Retail,2,0.0,1834.91,1917.88,1917.88,3835.76,0,0
170,2025-08-31,275,1014,Retail,4,0.0,2288.15,2267.93,2267.93,9071.72,0,0
171,2024-12-03,104,1033,Retail,2,0.05,1783.73,1870.64,1777.11,3554.22,0,0
172,2024-05-09,140,1048,Retail,1,0.05,1046.62,1038.93,986.98,986.98,0,0
173,2025-05-11,382,1093,Retail,6,0.0,92.02,90.0,90.0,540.0,0,0
174,2025-07-09,308,1079,Ecommerce,8,0.1,736.13,763.52,687.17,5497.36,0,0
175,2024-06-27,294,1090,Ecommerce,7,0.0,89.62,93.72,93.72,656.04,0,0
176,2024-07-13,51,1073,Partners,1,0.05,788.16,813.03,772.38,772.38,0,0
177,2024-04-21,100,1052,Retail,4,0.1,1264.5,1291.65,1162.49,4649.96,0,0
178,2024-05-16,367,1081,Ecommerce,2,0.0,772.77,773.83,773.83,1547.66,1,0
179,2025-07-28,291,1043,Retail,6,0.1,1137.77,1180.3,1062.27,6373.62,0,0
180,2024-03-25,364,1096,Retail,3,0.0,89.5,93.32,93.32,279.96,0,0
181,2024-11-09,258,1014,Ecommerce,7,0.05,2288.15,2281.58,2167.5,15172.5,0,0
182,2025-01-18,250,1037,Retail,6,0.15,1666.08,1614.4,1372.24,8233.44,0,0
183,2025-04-03,166,1038,Partners,5,0.05,1852.29,1921.8,1825.71,9128.55,0,0
184,2024-06-09,226,1061,Retail,3,0.0,1287.8,1278.11,1278.11,3834.33,0,0
185,2024-09-11,288,1058,Ecommerce,6,0.05,1211.69,1248.64,1186.21,7117.26,0,0
186,2024-01-29,370,1024,Retail,2,0.0,2094.57,2160.95,2160.95,4321.9,0,0
187,2024-03-20,139,1071,Ecommerce,6,0.05,681.96,655.62,622.84,3737.04,0,0
188,2025-03-05,26,1071,Partners,6,0.0,681.96,683.88,683.88,4103.28,0,0
189,2025-09-06,168,1009,Retail,8,0.0,2499.88,2578.68,2578.68,20629.44,1,0
190,2024-11-25,186,1094,Retail,4,0.0,72.85,69.66,69.66,278.64,0,0
191,2024-02-11,200,1029,Retail,5,0.0,1776.78,1838.36,1838.36,9191.8,0,0
192,2024-10-19,22,1032,Ecommerce,5,0.0,1708.12,1666.83,1666.83,8334.15,1,0
193,2025-02-28,103,1100,Retail,4,0.15,66.22,63.26,53.77,215.08,0,0
194,2024-12-20,314,1101,Partners,6,0.0,75.43,73.92,73.92,443.52,0,0
195,2024-02-29,267,1014,Retail,2,0.0,2288.15,2320.19,2320.19,4640.38,0,0
196,2024-12-01,332,1040,Retail,7,0.05,1766.05,1816.38,1725.56,12078.92,0,0
197,2024-05-11,163,1037,Partners,9,0.0,1666.08,1612.52,1612.52,14512.68,0,0
198,2024-06-14,122,1096,Retail,4,0.0,89.5,87.57,87.57,350.28,0,0
199,2025-01-05,224,1050,Ecommerce,1,0.05,1162.74,1207.39,1147.02,1147.02,0,0
200,2024-03-27,1,1023,Ecommerce,1,0.15,1834.91,1923.68,1635.13,1635.13,0,0
201,2024-01-15,102,1046,Ecommerce,7,0.15,1158.24,1207.12,1026.05,7182.35,0,0
202,2024-06-27,119,1051,Retail,3,0.0,1164.7,1148.75,1148.75,3446.25,0,0
203,2024-12-30,341,1037,Partners,6,0.0,1666.08,1587.55,1587.55,9525.3,0,0
204,2024-10-20,289,1055,Ecommerce,2,0.1,960.68,929.41,836.47,1672.94,0,0
205,2024-11-09,55,1079,Ecommerce,8,0.15,736.13,772.26,656.42,5251.36,0,0
206,2025-05-09,201,1086,Ecommerce,1,0.0,78.74,76.44,76.44,76.44,0,1
207,2024-12-09,273,1011,Retail,2,0.1,2803.74,2665.88,2399.29,4798.58,0,0
208,2025-08-04,30,1087,Ecommerce,8,0.05,88.9,89.27,84.81,678.48,0,0
209,2024-09-24,21,1013,Retail,4,0.05,2065.94,2026.52,1925.19,7700.76,0,0
210,2025-06-22,159,1051,Ecommerce,8,0.0,1164.7,1180.51,1180.51,9444.08,0,0
211,2025-05-16,185,1015,Ecommerce,9,0.15,2909.59,2952.24,2509.4,22584.6,0,0
212,2024-10-17,129,1012,Retail,1,0.0,2380.94,2475.85,2475.85,2475.85,0,0
213,2025-08-15,33,1014,Retail,5,0.0,2288.15,2273.74,2273.74,11368.7,0,0
214,2024-07-14,391,1097,Retail,8,0.0,86.95,82.79,82.79,662.32,0,0
215,2025-05-31,388,1049,Retail,6,0.1,1315.74,1302.58,1172.32,7033.92,0,0
216,2025-09-08,239,1086,Retail,1,0.1,78.74,78.93,71.04,71.04,0,0
217,2024-05-15,310,1072,Partners,6,0.05,738.79,756.61,718.78,4312.68,0,0
218,2024-08-22,375,1011,Partners,2,0.05,2803.74,2846.26,2703.95,5407.9,0,0
219,2025-09-16,383,1104,Ecommerce,2,0.05,83.2,79.19,75.23,150.46,0,0
220,2024-09-15,269,1043,Retail,9,0.0,1137.77,1149.35,1149.35,10344.15,0,0
221,2024-03-13,105,1097,Retail,3,0.0,86.95,88.18,88.18,264.54,0,0
222,2025-05-31,124,1087,Ecommerce,7,0.0,88.9,85.14,85.14,595.98,0,0
223,2025-05-27,205,1033,Ecommerce,6,0.1,1783.73,1857.33,1671.6,10029.6,0,0
224,2025-09-17,99,1000,Ecommerce,7,0.1,2076.31,1989.24,1790.32,12532.24,0,0
225,2025-06-16,167,1070,Ecommerce,8,0.05,909.27,943.96,896.76,7174.08,0,0
226,2025-09-28,225,1000,Ecommerce,7,0.0,2076.31,2041.6,2041.6,14291.2,0,0
227,2025-04-22,201,1040,Ecommerce,4,0.05,1766.05,1716.65,1630.82,6523.28,0,0
228,2025-06-27,119,1048,Retail,2,0.0,1046.62,1083.67,1083.67,2167.34,0,0
229,2025-01-03,334,1001,Ecommerce,6,0.0,2779.92,2707.26,2707.26,16243.56,0,0
230,2025-07-15,339,1007,Ecommerce,6,0.0,2072.05,2026.87,2026.87,12161.22,0,0
231,2025-01-03,133,1056,Ecommerce,8,0.0,1004.29,1012.07,1012.07,8096.56,0,0
232,2024-08-22,153,1078,Retail,8,0.0,743.82,718.68,718.68,5749.44,0,0
233,2024-05-30,190,1041,Partners,1,0.1,1694.14,1705.94,1535.35,1535.35,0,1
234,2024-04-24,333,1086,Ecommerce,9,0.1,78.74,75.66,68.09,612.81,0,0
235,2024-06-11,72,1092,Retail,7,0.0,65.3,66.13,66.13,462.91,0,0
236,2024-03-25,347,1060,Partners,2,0.1,1418.62,1456.4,1310.76,2621.52,0,0
237,2024-03-20,11,1022,Retail,6,0.05,1605.82,1653.56,1570.88,9425.28,0,0
238,2025-02-08,352,1027,Retail,9,0.0,1980.3,1948.71,1948.71,17538.39,0,0
239,2025-02-05,6,1022,Ecommerce,6,0.0,1605.82,1580.4,1580.4,9482.4,0,0
240,2025-01-29,81,1033,Ecommerce,8,0.0,1783.73,1820.72,1820.72,14565.76,0,0
241,2024-01-01,321,1085,Retail,5,0.0,80.72,78.69,78.69,393.45,0,0
242,2024-08-14,334,1086,Partners,8,0.0,78.74,75.58,75.58,604.64,0,0
243,2024-04-29,362,1027,Ecommerce,5,0.1,1980.3,1912.86,1721.57,8607.85,0,0
244,2024-04-28,283,1035,Retail,6,0.15,2043.3,2075.16,1763.89,10583.34,1,0
245,2024-06-05,273,1079,Retail,5,0.0,736.13,725.44,725.44,3627.2,0,0
246,2025-03-01,288,1051,Retail,1,0.0,1164.7,1140.63,1140.63,1140.63,0,0
247,2024-06-22,62,1090,Retail,6,0.0,89.62,94.07,94.07,564.42,0,0
248,2025-03-20,236,1021,Partners,8,0.05,2124.09,2018.55,1917.62,15340.96,0,0
249,2024-08-02,256,1056,Partners,6,0.0,1004.29,979.39,979.39,5876.34,0,0
250,2024-03-28,137,1090,Ecommerce,7,0.1,89.62,93.1,83.79,586.53,0,0
251,2025-04-21,240,1035,Ecommerce,1,0.0,2043.3,1964.14,1964.14,1964.14,0,0
252,2024-08-31,73,1081,Ecommerce,7,0.0,772.77,759.37,759.37,5315.59,0,0
253,2025-01-11,80,1023,Retail,4,0.0,1834.91,1905.75,1905.75,7623.0,0,0
254,2024-01-12,71,1040,Ecommerce,2,0.05,1766.05,1698.47,1613.55,3227.1,0,0
255,2025-02-10,235,1091,Retail,2,0.1,94.05,97.71,87.94,175.88,0,0
256,2024-04-03,8,1049,Ecommerce,9,0.15,1315.74,1342.58,1141.19,10270.71,0,0
257,2024-12-25,67,1064,Ecommerce,3,0.0,829.63,817.91,817.91,2453.73,0,0
258,2024-11-06,395,1081,Ecommerce,3,0.0,772.77,751.34,751.34,2254.02,0,0
259,2025-01-27,306,1030,Ecommerce,8,0.1,1587.49,1640.76,1476.68,11813.44,0,0
260,2024-03-31,35,1022,Retail,1,0.0,1605.82,1636.02,1636.02,1636.02,0,0
261,2024-05-25,290,1054,Ecommerce,5,0.15,1159.15,1173.68,997.63,4988.15,0,0
262,2024-05-24,276,1022,Ecommerce,9,0.1,1605.82,1580.98,1422.88,12805.92,0,0
263,2025-08-06,184,1077,Ecommerce,6,0.0,749.93,762.88,762.88,4577.28,0,0
264,2025-09-22,374,1025,Partners,5,0.1,1535.88,1570.24,1413.22,7066.1,0,0
265,2024-02-26,392,1103,Partners,7,0.05,77.69,79.22,75.26,526.82,0,0
266,2024-09-02,149,1044,Retail,3,0.05,1180.36,1189.52,1130.04,3390.12,0,0
267,2024-06-23,335,1073,Ecommerce,1,0.0,788.16,767.86,767.86,767.86,0,0
268,2024-03-08,65,1029,Retail,9,0.0,1776.78,1790.94,1790.94,16118.46,0,0
269,2024-08-28,242,1092,Ecommerce,5,0.0,65.3,67.65,67.65,338.25,0,0
270,2024-10-19,59,1015,Retail,8,0.0,2909.59,2852.19,2852.19,22817.52,0,0
271,2024-02-01,94,1043,Partners,7,0.05,1137.77,1155.65,1097.87,7685.09,0,0
272,2024-10-31,171,1014,Partners,5,0.0,2288.15,2323.37,2323.37,11616.85,0,0
273,2025-07-06,329,1096,Partners,5,0.0,89.5,93.27,93.27,466.35,0,0
274,2025-09-26,6,1076,Ecommerce,4,0.0,683.8,693.06,693.06,2772.24,0,0
275,2024-07-06,157,1092,Ecommerce,1,0.05,65.3,67.57,64.19,64.19,0,0
276,2024-09-12,113,1029,Retail,8,0.1,1776.78,1787.87,1609.08,12872.64,0,0
277,2024-11-16,229,1000,Partners,5,0.1,2076.31,1984.17,1785.75,8928.75,0,0
278,2024-01-29,113,1040,Ecommerce,3,0.1,1766.05,1689.96,1520.96,4562.88,0,0
279,2024-01-08,166,1065,Partners,3,0.0,715.24,746.41,746.41,2239.23,0,0
280,2025-07-09,70,1085,Ecommerce,5,0.05,80.72,79.61,75.63,378.15,0,0
281,2024-12-12,246,1052,Ecommerce,3,0.0,1264.5,1207.15,1207.15,3621.45,0,0
282,2024-05-13,188,1021,Retail,5,0.05,2124.09,2102.17,1997.06,9985.3,0,0
283,2024-11-28,17,1082,Ecommerce,6,0.15,783.4,798.32,678.57,4071.42,0,0
284,2024-08-01,161,1052,Retail,2,0.0,1264.5,1272.61,1272.61,2545.22,0,0
285,2025-08-24,244,1032,Retail,5,0.05,1708.12,1654.75,1572.01,7860.05,0,0
286,2024-03-30,333,1081,Ecommerce,2,0.05,772.77,734.78,698.04,1396.08,0,0
287,2025-01-13,88,1056,Partners,7,0.1,1004.29,954.97,859.47,6016.29,0,0
288,2024-01-22,308,1001,Retail,3,0.0,2779.92,2838.2,2838.2,8514.6,0,0
289,2025-09-06,304,1023,Retail,2,0.0,1834.91,1772.11,1772.11,3544.22,0,0
290,2024-04-17,273,1011,Retail,6,0.0,2803.74,2710.75,2710.75,16264.5,0,0
